review,sentiment
Package was very bad half my coffee had leaked,0
I didnt get the food i ordered,0
Its very calm and peaceful place it will be a good choice for date ambiance is good I loved coffee over here Italian dishes are delicious,1
Really a great place for English breakfast and u get great snacks liked the ambiancegood service will surely recommend people to try this place,1
I didnt get the food i ordered,0
Food is very yummy enjoyed a lot here very specious restaurant probably the best in this locality in terms of quality and also economic tooo thanks,1
Need to arrive early to get a nice place to set Pricing is decent and food is good Mostly crowded for hookahs and mocktails with sandwiches,1
It was non spicy,0
I didnt get the food i ordered,0
I ordered Large but you guys gave me medium and regular pizza this not fair,0
Tasty Yummy and good quantity food Best restaurant to order from,1
Nothing above average tbh  coffee shake is trash  delivery was horrendous,0
good taste,1
bad taste,0
nice service,1
Visited this cafe with few of my friends Very cool and relaxed atmosphere to hang out Friendly staff Imaginative and delicious recipes,1
order not delivered,0
bad Patty was spoiled it smelled bad and shake was just water and a Oreo thrown in it,0
"My next home Best staff friends aff
Food is sikeee
Manager is fuckin killer lit man
Raids happen but not in hashtag the best reason to visit
",1
Amazing Walnut Brownie,1
Why not delivering in roopena agrahara near to silk board side  You will more consumers from here  kindly reply we are looking to hear from you,0
Nice and quite cafe in the heart of the city Good place for a quite evening Tried there fries  Earl Grey Tea Double Shot Espresso Great service,1
good,1
food quality is very bad please never order pizza from this place,0
"The worst pizza I have ever had It was hard like a biscuit My homemade pizza was much better than this
 Could not finish even one slice",0
Nice cosy place We visited this place in the afternoon and it was very peaceful We really loved the coffee variety there and the sandwiches also,1
the choco lava cake was cold very disappointing,0
,1
,1
Loved itspecialy the shezwan paneer sandwichmy favorite mUST visit guys  bourbon shake loved it ,1
no fries,0
Food was not tasty,0
Pepsi I got the small sizeand I had ordered for the medium size,0
"What a great find
The ambience was nice food was pretty good and the prices just amazing
This place is Definitely going to my revisit list ",1
Nice place Can sit with a WiFi connection and a coffee for whole day working Good ambience Good service Try the ginger tea Its fantastic,1
We were looking forward to try out the food hereBut It was closed on Friday evening Inform when itll be open Will try out and review then,0
"Nice place great ambiances like it in here




",1
too cold not good wont prefer again delivery guy was also rude,0
the food wasnt good,0
"Best places for ur Sunday breakfast s
Always crowded need to wait few min s
Scrumptious food
Homely environment
It has become my Sunday BF adDa now",1
order not delivered,0
the food was very bad,0
Hukka was awesome The Arabic chicken Biriyani is very good taste Love the Ambience and service Would surly visit then again and again,1
Enjoyed VERY NICE FOOD especially the grilled sandwich staff nd service was very goodI also liked the interiors of the cafe nd its ambience,1
good,1
It was badmasala paneer pizza is just masala on paneer  maida base doesnt serve well very less cheese disappointed must improve ,0
a little overpriced,1
"A good place to hang out with friends and have fun
Hookah smoke is amazing
The prices are reasonable including taxes
The food can be improved",1
They sent some other product,0
worst,0
its not a pizza luks like normal bread,0
Nice place for hookah lovers Food was also good I ordered Manchow soup fried fish kargress coffer and pass rasna hookah All was awesome,1
Pizza can be improved ,1
Spaghetti Not edible,0
Quite quiet and peaceful to work in They have really good cheesecake in a jar and pita with hummus Service is good although not the best,1
I have ordered one pizza and they send me one pizza its not at all worth,0
non veg smell in veg food,0
the death by chocolate cake is too hard and on an whole it sucks,0
"No option to enter shop only 10 stairs i m disappointed i wish they cud have given me some option to enter their store

Thank you
Manish",0
Shubhankar is a nice good server The place is amazing with good food and music I will surely come back again As I have visited this place twice,1
,1
Very slow service Limited variety Taste very ordinary Nothing unique Very less range for veg customers I may not recommend for pure vegetarians,0
Very good sheesha and the pasta creamy garlic too cheesy its Soo yummy the fish grilled cheese fish ufff Soo yummy food addicted to this place,1
We were looking forward to try out the food hereBut It was closed on Friday evening Inform when itll be open Will try out and review then,0
Ur food was delivered cold for me,0
It is a very lively and good cafe Good menu listings Its a great place to hang out with friends and have a good cup of tea on a weekend evening,1
"the quantity of masala Maggi was very less 
paying 60 RS and getting 20rs Maggi not fair",0
not atol warm it was expected a hot crispy pizza,0
non veg smell in veg food,0
Nice cosy place We visited this place in the afternoon and it was very peaceful We really loved the coffee variety there and the sandwiches also,1
yummy foood,1
"I ordered a walnut brownie but I got a chocolate brownie
Please revert",0
worst pizza name it like rusk completely roasted,0
good,1
worst packing ever would never want to eat from this place again your rating was good and i thought it be worth ordering but extremly dissapointed,0
"This place is the go for the Sweet tooth  Perfect ambience less crowd and food served at time What more to ask for
Ambience 45
Taste  45",1
order not delivered,0
nyc place cheap aloo paratha n khichdi vry cheap place in kormangala luv to hve paratha while seated outside frnds cn hng out nyc place to chill,1
The place is prefect if you want to have a nice long conversation or have your alone time and work or read something and have coffee and some snacks,1
"Amazing ambience Good place to spend some sober time Music was good for 90s kids
Coming to hookah we had something which had mix of 3 flavour",1
Its not at all walnut brownie,0
not up to expectations dint enjoy the burger  disappointed,0
Amazing food Great service Ambience is perfect The perfect place to hangout with friends at cost effective prices Must try this place ,1
Cozy place Been here a couple of timesTasty and fresh food Pastas are very tasty More options could be introduced light on the pocket as well,1
thank you for management team for positive response the chocolate brownie is too yum appreciated service,1
Went there  Hot place not proper air conditioning  Staff was busy watching movie  Didnt bother to ask for order Walked out right away,0
A nice place to spend the evening and a variety of menu The prices are ok but feel so expensive Good to try out the variety of desserts Free wifi,1
great experience,1
,1
Amazing food Cheese corn balls is a must try Alfredo pasta was also good Best Oreo Shake Vegetarian food was Good Didnot try other food items,1
One of the best restaurants I have ever visited The food is fresh and hygienicExcellent service and friendly staff Absolute value for money ,1
the delivery took a long time and burger was not hot,0
All of us who went there at different times got stomach upsets Too oily and badly cooked,0
"This is one great place for english breakfast which I am surprised that I missed out some how for so long
Very good food
Nice service
Nice place",1
chicken items are good tasteless and no salt in chicken fried rice,0
Tried out this place the other day Not worth the price The burgers didnt taste that good,0
writing review is waste,0
Ordered garlic rice with kadai panner Food was inedible They share fake post by them self for a hype Waste of time n money Eat at ur own risk,0
It was non spicy,0
bad quality,0
nachos was of bad taste n smelled oil and pizza was ook,0
"Smoky pasta was all my favoriteLove to recommend
French fries was all good
Pizza could have been more better
Services here are quite responsive",0
Very good burger,1
Nice and quite cafe in the heart of the city Good place for a quite evening Tried there fries  Earl Grey Tea Double Shot Espresso Great service,1
I doubt if they really wash the coffee mugs Always dirty staff were very polite ,0
good,1
amazing pasta combo super delicious ,1
Great food,1
bad frappe nothing was blended properly big ice pieces floating,0
Its a really good place to spend time  really loved it It was our first visit me we loved it really wellcostumes for decorating was good ,1
Quantity can be increased,1
Food and drinks are good Pizza was too delicious But the place lacks peoper ambience and service is a bit slow Otherwise its a good place to hit,1
nachos was of bad taste n smelled oil and pizza was ook,0
Ur food was delivered cold for me,0
Really bad taste and packaging Burnt sausage,0
Ordered chilli paneer It was the worst chilli paneer Ive ever had,0
Disappointing place for a Hookah parlour Needs a serious makeover with menu and ambience Food seems pretty OK but the portions are very small,0
"This place is the go for the Sweet tooth  Perfect ambience less crowd and food served at time What more to ask for
Ambience 45
Taste  45",1
order not delivered,0
The mocktails were good We ordered pork ribs which was well prepared But the sizzler was not so great Overall it was ok ok on the better side,1
worst packing ever would never want to eat from this place again your rating was good and i thought it be worth ordering but extremly dissapointed,0
Great ambience and decor Food tastes amazing Burgers Coffee and desserts tastes so great they will trigger you visit the restaurant again,1
its not a pizza luks like normal bread,0
,0
The mocktails were good We ordered pork ribs which was well prepared But the sizzler was not so great Overall it was ok ok on the better side,1
It was non spicy,0
Nothing above average tbh  coffee shake is trash  delivery was horrendous,0
non veg smell in veg food,0
not atol warm it was expected a hot crispy pizza,0
h,1
Ordered garlic rice with kadai panner Food was inedible They share fake post by them self for a hype Waste of time n money Eat at ur own risk,0
Good food both in quality and quantity fast service good place to hang out with friends This place is recommended will love to visit again,1
"Waited for long time
Nobody attended
Wasted my time
Walkout
Attender dont know anything
First respect the customer
You guys need to upgrade a lot",0
Great ambience and decor Food tastes amazing Burgers Coffee and desserts tastes so great they will trigger you visit the restaurant again,1
"Prompt delivery
Had ordered white pasta veg pizz veg grilled sandwich and vegetable maggie

All the items were good
Will order again for sure",1
Awesome ambience and food Delicious omelettes and sandwiches at quite affordable prices Staff are friendly Best avocado smoothie I have ever had,1
did not bring order properly,0
"We ordered all American burger and sandwiches it was not cooked properly The taste was bad
Dont ever order from this place
Its too pricey too",0
,1
Ordered chilli paneer It was the worst chilli paneer Ive ever had,0
Nice small cozy place Mocha tasted great The fries tasted great and so was the pizza Everything tasted just perfect Would visit it again,1
non veg smell in veg food,0
Nothing above average tbh  coffee shake is trash  delivery was horrendous,0
Pepsi I got the small sizeand I had ordered for the medium size,0
"Ambiance is Classy 
Food is Amazing a little expensive
so many varieties in fast food
Service is good 

Good place to visit nd Hangout at ",1
non veg smell in veg food,0
Quite quiet and peaceful to work in They have really good cheesecake in a jar and pita with hummus Service is good although not the best,1
Pepsi I got the small sizeand I had ordered for the medium size,0
Nothing above average tbh  coffee shake is trash  delivery was horrendous,0
Its very calm and peaceful place it will be a good choice for date ambiance is good I loved coffee over here Italian dishes are delicious,1
dont ever order pizza from here,0
Quantity can be increased,1
"Homely ambience
Nice welcome by owner
Chicken nuggets and french fries are good
Burger is also good
Wash rooms are average needs improvement ",1
A great place for a breakfast with the family  Went with friends all enjoyed the food overall a great experience ,1
"Smoky pasta was all my favoriteLove to recommend
French fries was all good
Pizza could have been more better
Services here are quite responsive",0
I had a great experience with lovely and tasty dishes Specially the ambience is very great  Every1 shd try to taste out the best ,1
Why not delivering in roopena agrahara near to silk board side  You will more consumers from here  kindly reply we are looking to hear from you,0
Worst hot chocolate in the history Please dont name it Dark Chocolate Theres nothing chocolate about it let alone Dark Chocolate,0
the delivery took a long time and burger was not hot,0
I had been to this place  had Typical English Breakfast and it was awesome to have it I recomment to come here and enjoy the foodThank you,1
Pepsi I got the small sizeand I had ordered for the medium size,0
Great coffee good burger bad sandwitch ,0
good,1
Good place for breakfast You might have to wait for 1520 minutes to get a table on weekends but its worth the wait Will definitely visit again,1
"Good place to visit with friends Price of food is little bit high but taste is good
I ordered pasta shake fish and chips and fries Must visit",1
good,1
ossam,1
worst packing ever would never want to eat from this place again your rating was good and i thought it be worth ordering but extremly dissapointed,0
A great place for a breakfast with the family  Went with friends all enjoyed the food overall a great experience ,1
The breakfast was good the service was nice the price is ok the zomato gold works good and saves u a lot of money over all a good experience,1
late delivery,0
Ur food was delivered cold for me,0
I had been to this place  had Typical English Breakfast and it was awesome to have it I recomment to come here and enjoy the foodThank you,1
Ordered the chicken wholesome and caramel banana French toast Both were amazing Ideal place for a good breakfast The pancakes are good as well,1
The place is prefect if you want to have a nice long conversation or have your alone time and work or read something and have coffee and some snacks,1
Nice tasty food,1
We have ordered pasta and chicken biriyani  quantity and quality was superb now regular for cafe graffiters  Taste really mindblowing,1
Its very calm and peaceful place it will be a good choice for date ambiance is good I loved coffee over here Italian dishes are delicious,1
ordered medium but received small,0
Why not delivering in roopena agrahara near to silk board side  You will more consumers from here  kindly reply we are looking to hear from you,0
Perfect place to spend a really good timeThumbs up for both tea and coffeeI come here everytime and enjoy my perfect cup of tea and snacks,1
Pizza can be improved ,1
good,1
superb food,1
food quality is very bad please never order pizza from this place,0
I doubt if they really wash the coffee mugs Always dirty staff were very polite ,0
bad Patty was spoiled it smelled bad and shake was just water and a Oreo thrown in it,0
worst packing ever would never want to eat from this place again your rating was good and i thought it be worth ordering but extremly dissapointed,0
awesome,1
Disappointing place for a Hookah parlour Needs a serious makeover with menu and ambience Food seems pretty OK but the portions are very small,0
Ordered chilli paneer It was the worst chilli paneer Ive ever had,0
Food and drinks are good Pizza was too delicious But the place lacks peoper ambience and service is a bit slow Otherwise its a good place to hit,1
good,1
very bad taste,0
"Nice place biryani is very testyn d bhaji ghost awesome I think everyone should go n have
C d testn Kadia ghost sheek very gudI loved it",1
wedges were burnt,0
amazing pasta combo super delicious ,1
good cafegreat foodreasonable pricecool place to hangoutwill recommend this cafebe sure to visit heredo not miss it ,1
I opted for extra veg but no veg only n its not hot,0
food quality is very bad please never order pizza from this place,0
Small and cool place Good gestures good place to hangout,1
writing review is waste,0
the delivery took a long time and burger was not hot,0
Though the ambience was good food wasnt upto the mark Tried their pork belly steak which was too rubbery The wings were not that great either,0
Ordered the chicken wholesome and caramel banana French toast Both were amazing Ideal place for a good breakfast The pancakes are good as well,1
Quite quiet and peaceful to work in They have really good cheesecake in a jar and pita with hummus Service is good although not the best,1
The mocktails were good We ordered pork ribs which was well prepared But the sizzler was not so great Overall it was ok ok on the better side,1
"the quantity of masala Maggi was very less 
paying 60 RS and getting 20rs Maggi not fair",0
I opted for extra veg but no veg only n its not hot,0
"My goto place for an English breakkie at bangalore
Their hash browns and bacon are absolutely divine
I love their French toast and the pan cakes",1
Burger is awesome,1
The pasta wasnt great The sandwich was awesome,1
The place is prefect if you want to have a nice long conversation or have your alone time and work or read something and have coffee and some snacks,1
Its very calm and peaceful place it will be a good choice for date ambiance is good I loved coffee over here Italian dishes are delicious,1
"Good variety of food great ambiance
Disappointed with Pasta  but its ok when you get such exceptional service
Will come again ",1
Teal door cafe is am excellent cafe to hang out and the food is brilliant we ordered thai pav and mexican roll Manju s service was excellent,1
"Smoky pasta was all my favoriteLove to recommend
French fries was all good
Pizza could have been more better
Services here are quite responsive",0
late delivery,0
Odered grilled sandwich and they gave toasted bread with uncooked cheese inside,0
gd,1
yummy foood,1
Amazing food Great service Ambience is perfect The perfect place to hangout with friends at cost effective prices Must try this place ,1
"The worst pizza I have ever had It was hard like a biscuit My homemade pizza was much better than this
 Could not finish even one slice",0
They sent wrong delivery white bread instead of brown bread No onions,0
Perfect place to spend a really good timeThumbs up for both tea and coffeeI come here everytime and enjoy my perfect cup of tea and snacks,1
Great ambience and decor Food tastes amazing Burgers Coffee and desserts tastes so great they will trigger you visit the restaurant again,1
I ordered Large but you guys gave me medium and regular pizza this not fair,0
Why not delivering in roopena agrahara near to silk board side  You will more consumers from here  kindly reply we are looking to hear from you,0
Missing items ordered,0
worst packing ever would never want to eat from this place again your rating was good and i thought it be worth ordering but extremly dissapointed,0
Tried out this place the other day Not worth the price The burgers didnt taste that good,0
"The worst pizza I have ever had It was hard like a biscuit My homemade pizza was much better than this
 Could not finish even one slice",0
Its very calm and peaceful place it will be a good choice for date ambiance is good I loved coffee over here Italian dishes are delicious,1
Food and drinks are good Pizza was too delicious But the place lacks peoper ambience and service is a bit slow Otherwise its a good place to hit,1
the delivery took a long time and burger was not hot,0
Food is not so delicious I expected more but it dissapointed me,0
I had the Thai curry ate it all so I dont have evidence the tiramisu is okay can be better Cozy nice place Good music Nice location,1
I didnt get the food i ordered,0
I had english breakfast and a cappuccino They both tasted horrible Ive had much better engish breakfast Even the sausage didnt taste good,0
"Decent FOOD 
With amazing spread  and good hospitality provided by the best waiter Toni 
Will visit again specially for the fried icecream",1
Nice cosy place We visited this place in the afternoon and it was very peaceful We really loved the coffee variety there and the sandwiches also,1
,1
Very slow service Limited variety Taste very ordinary Nothing unique Very less range for veg customers I may not recommend for pure vegetarians,0
Pizzas were very good especially the thin crust Packaging was also nice,1
a little overpriced,1
Ordered the chicken wholesome and caramel banana French toast Both were amazing Ideal place for a good breakfast The pancakes are good as well,1
good,1
writing review is waste,0
non veg smell in veg food,0
"This is one great place for english breakfast which I am surprised that I missed out some how for so long
Very good food
Nice service
Nice place",1
good,1
yummy foood,1
Nice place for dine out The taste was like home I will definitely visit again and again It is among one of the favorite place where i love to eat,1
Nice place Can sit with a WiFi connection and a coffee for whole day working Good ambience Good service Try the ginger tea Its fantastic,1
order not delivered,0
yummy foood,1
not bad,0
"What a great find
The ambience was nice food was pretty good and the prices just amazing
This place is Definitely going to my revisit list ",1
Nice place Can sit with a WiFi connection and a coffee for whole day working Good ambience Good service Try the ginger tea Its fantastic,1
Healthy food clean and peacefully tucked away from the main road Friendly staff,1
Just crust All the way,0
the delivery took a long time and burger was not hot,0
Its not at all walnut brownie,0
Good place and good atmosphere,1
"Decent FOOD 
With amazing spread  and good hospitality provided by the best waiter Toni 
Will visit again specially for the fried icecream",1
Need to arrive early to get a nice place to set Pricing is decent and food is good Mostly crowded for hookahs and mocktails with sandwiches,1
Great ambience and decor Food tastes amazing Burgers Coffee and desserts tastes so great they will trigger you visit the restaurant again,1
on time and hot good meal,1
worst packing ever would never want to eat from this place again your rating was good and i thought it be worth ordering but extremly dissapointed,0
I ordered Large but you guys gave me medium and regular pizza this not fair,0
"Nice food
Really liked the cool and calm ambience Seating space is a bit small Is located in front of the IIM Bangalore gate Easy to locate",1
I ordered Large but you guys gave me medium and regular pizza this not fair,0
"Best places for ur Sunday breakfast s
Always crowded need to wait few min s
Scrumptious food
Homely environment
It has become my Sunday BF adDa now",1
order not delivered,0
not good,0
food quality is very bad please never order pizza from this place,0
Food is very yummy enjoyed a lot here very specious restaurant probably the best in this locality in terms of quality and also economic tooo thanks,1
ordered medium but received small,0
worst packing ever would never want to eat from this place again your rating was good and i thought it be worth ordering but extremly dissapointed,0
Nice cosy place We visited this place in the afternoon and it was very peaceful We really loved the coffee variety there and the sandwiches also,1
Amazing place  beautiful interior  quick service and most importantly delicious food  Just loved this place  the manager is very helpful ,1
Very slow service Limited variety Taste very ordinary Nothing unique Very less range for veg customers I may not recommend for pure vegetarians,0
"The worst pizza I have ever had It was hard like a biscuit My homemade pizza was much better than this
 Could not finish even one slice",0
Always a nice and a cozy place to enjoy your breakfast Service is prompt and the plays they host for kids are awesome  Sip your coffee with nature,1
According to me is the best place Best party hall etc etc if you come with our girlfriend or friends its most Entertainment place,1
The breakfast was good the service was nice the price is ok the zomato gold works good and saves u a lot of money over all a good experience,1
thank you for management team for positive response the chocolate brownie is too yum appreciated service,1
Its very calm and peaceful place it will be a good choice for date ambiance is good I loved coffee over here Italian dishes are delicious,1
nice service the food is good staff r friendly i liked the mango smoothi and chicken burger  blue berry cheese cake  u need to try this place,1
"Good tasty food at a very reasonable price and very friendly staff made eating here quite pleasurable
Can relax listening to the music ",1
,1
"A very small beautiful place
I really loved it
Everything was so beautiful that I loved every bit of it I visited Church Street Lasagna was OMG",1
They sent wrong delivery white bread instead of brown bread No onions,0
Amazing There are real authentic Japanese cafe  sweets Matcha Kintoki was so great Home made UDON noodle also very nice Must visit in Bangalore,1
"The sandwich was filled with mayonnaise
Taste can be improved",0
non veg smell in veg food,0
Visited this cafe with few of my friends Very cool and relaxed atmosphere to hang out Friendly staff Imaginative and delicious recipes,1
order delivered before expected timeIts good,1
Thank you for an amazing customer service,1
food quality is very bad please never order pizza from this place,0
good taste,1
The yummy new menu has been added with noodles loaded with starters This place has Top notch sandwiches wraps fresh juices etc Got a try,1
Why not delivering in roopena agrahara near to silk board side  You will more consumers from here  kindly reply we are looking to hear from you,0
i ordered large pizza but it was just the small of a small pizza,0
,0
Always a welcoming place with the most amazing burgers in town I have tried some 45 burgers already and all taste great Highly recommend ,1
We have ordered pasta and chicken biriyani  quantity and quality was superb now regular for cafe graffiters  Taste really mindblowing,1
good,1
I had the Thai curry ate it all so I dont have evidence the tiramisu is okay can be better Cozy nice place Good music Nice location,1
Its a new place hence the interiors are not that interesting but still a good place to hangout  The food is a lil costly but then tastes good,1
The burger didnt contained cheese at all,0
"Amazing service
Amazing tastey food coffees I love this place
I had visit BULL TEMPLE CAFE COFFEE DAY there is a friendly people fast service wow wow",1
Restaurant ambience is so nice even the menu is truly awesome and tradition Indian cuisine so i like the food and service of this cafe,1
worst packing ever would never want to eat from this place again your rating was good and i thought it be worth ordering but extremly dissapointed,0
I am amazed by the taste of this kullad chai had many chais at many places in BTM but this chai relives my soul ghar ke chai jaisa taste h,1
bad quality,0
A very good place to hangout Also indoor games are the best Rates are pocket friendly Fast service Milkshakes are the best,1
Good place for a casual evening with friends Good white sauce pasta and cheesy fries Would be a better place if they serve drinks as well,1
All of us who went there at different times got stomach upsets Too oily and badly cooked,0
good,1
I doubt if they really wash the coffee mugs Always dirty staff were very polite ,0
ossam,1
Ordered chilli paneer It was the worst chilli paneer Ive ever had,0
elivwred Burger were exceptional If the buns were preheated then the burgers would have been best,1
good taste,1
,1
,1
"The worst pizza I have ever had It was hard like a biscuit My homemade pizza was much better than this
 Could not finish even one slice",0
Pathetic experience ever I wont suggest anyone to go der to waste money Too costly and quantity that dey r serving is very less Not worth going,0
order not delivered,0
Really bad taste and packaging Burnt sausage,0
,1
Went there  Hot place not proper air conditioning  Staff was busy watching movie  Didnt bother to ask for order Walked out right away,0
I ordered Large but you guys gave me medium and regular pizza this not fair,0
Ordered chicken butter masala rice bowlNot worth for moneyQuality was very badNo taste,0
Very slow service Limited variety Taste very ordinary Nothing unique Very less range for veg customers I may not recommend for pure vegetarians,0
moderate,0
,1
"Good variety of food great ambiance
Disappointed with Pasta  but its ok when you get such exceptional service
Will come again ",1
not moneys worth at all,0
"I ordered a walnut brownie but I got a chocolate brownie
Please revert",0
I had the Thai curry ate it all so I dont have evidence the tiramisu is okay can be better Cozy nice place Good music Nice location,1
I had the Thai curry ate it all so I dont have evidence the tiramisu is okay can be better Cozy nice place Good music Nice location,1
Perfect place to spend a really good timeThumbs up for both tea and coffeeI come here everytime and enjoy my perfect cup of tea and snacks,1
Ordered chilli paneer It was the worst chilli paneer Ive ever had,0
The burger didnt contained cheese at all,0
bad frappe nothing was blended properly big ice pieces floating,0
Appealing ambience Reasonable rates collage friendly and one of the best eat out near jc campus limited options with good tast and appearance ,1
Why not delivering in roopena agrahara near to silk board side  You will more consumers from here  kindly reply we are looking to hear from you,0
awesome food and great delivery,1
Quantity can be increased,1
I ordered 2 cups of ginger tea and got 2 cups of black tea,0
dont ever order pizza from here,0
I opted for extra veg but no veg only n its not hot,0
Nice and quite cafe in the heart of the city Good place for a quite evening Tried there fries  Earl Grey Tea Double Shot Espresso Great service,1
Its very calm and peaceful place it will be a good choice for date ambiance is good I loved coffee over here Italian dishes are delicious,1
The place is prefect if you want to have a nice long conversation or have your alone time and work or read something and have coffee and some snacks,1
very bad taste,0
"Ambiance is Classy 
Food is Amazing a little expensive
so many varieties in fast food
Service is good 

Good place to visit nd Hangout at ",1
taste and even the packing of the food is good,1
Nothing above average tbh  coffee shake is trash  delivery was horrendous,0
the food wasnt good,0
"My goto place for an English breakkie at bangalore
Their hash browns and bacon are absolutely divine
I love their French toast and the pan cakes",1
Food is very yummy enjoyed a lot here very specious restaurant probably the best in this locality in terms of quality and also economic tooo thanks,1
Burger is awesome,1
I had been to this place  had Typical English Breakfast and it was awesome to have it I recomment to come here and enjoy the foodThank you,1
The food and the music was really tastybut the quantity good have been a bit morethe staffs were cordial will surely visit again in near future,1
"The Ferrero rocher thick shake was not at all thick
Sandwich was soggy and very less fillings Inside
Burger was good",0
Worst PastaI ordered white sauce pasta instead I got red sauce pastathat too with rancid tastewill never order from this restaurant again,0
The Ice cream wasnt even cold it was warm,0
Very slow service Limited variety Taste very ordinary Nothing unique Very less range for veg customers I may not recommend for pure vegetarians,0
received wrong order,0
Really a great place for English breakfast and u get great snacks liked the ambiancegood service will surely recommend people to try this place,1
Good food and hookah  Very pocket friendly and a fun spot to hang out in Btm layout Interiors are simple and nice Good staff and nice service,1
writing review is waste,0
Ordered prawn biriyani The quality of rice and prawn was good It was light and tasty The quantity of gravy and raita can be increased though ,1
Good food and hookah  Very pocket friendly and a fun spot to hang out in Btm layout Interiors are simple and nice Good staff and nice service,1
I had the Thai curry ate it all so I dont have evidence the tiramisu is okay can be better Cozy nice place Good music Nice location,1
Paneer Schezwan Sandwich was Really Good ,1
Nice place Can sit with a WiFi connection and a coffee for whole day working Good ambience Good service Try the ginger tea Its fantastic,1
It is a very lively and good cafe Good menu listings Its a great place to hang out with friends and have a good cup of tea on a weekend evening,1
no fries,0
too cold not good wont prefer again delivery guy was also rude,0
food quality is very bad please never order pizza from this place,0
The worst burger ever,0
not good,0
Grab a bite sip a coffee blow rings All at one place The service is pretty good and coffees are yum An ideal place to hangout with your gang,1
I didnt get the food i ordered,0
Excellent cafegreat initiativegood tasteinnovative menuno such cafe I found in the vicinitykeep it upwill visit again certainly,1
Perfect place to spend a really good timeThumbs up for both tea and coffeeI come here everytime and enjoy my perfect cup of tea and snacks,1
Very slow service Limited variety Taste very ordinary Nothing unique Very less range for veg customers I may not recommend for pure vegetarians,0
Good quality food The dosa and chicken curry is yummy The dosa and veg curry is yummier Overall good food Consistent quality Keep it up guys,1
The worst burger ever,0
Very good burger,1
The place is prefect if you want to have a nice long conversation or have your alone time and work or read something and have coffee and some snacks,1
Yummyyyy Food,1
Awesome ambience and food Delicious omelettes and sandwiches at quite affordable prices Staff are friendly Best avocado smoothie I have ever had,1
I had the Thai curry ate it all so I dont have evidence the tiramisu is okay can be better Cozy nice place Good music Nice location,1
Hopeless place please ignore Served cold vada Pau Charges are exorbitantly high Bad service Kindly ignoreeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0
"Truffles can never disappoint you Not the one at St Marks 

We wanted to try hazelnut bomb given we were full will definitely try it next time",1
"Perfect place for small budget eatouts
A tiny but cosy place Loved the food
No much options under drinks Only alcohol they serve is beer",1
Really bad taste and packaging Burnt sausage,0
Nice place pizza and burger too good Biriyani special They have lots of variety  Small place but good  Budget restaurant pocket friendly,1
dint get what was ordered and got less in quantity have ordered many times,0
I opted for extra veg but no veg only n its not hot,0
"The sandwich was filled with mayonnaise
Taste can be improved",0
not up to expectations dint enjoy the burger  disappointed,0
Yummyyyy Food,1
Ka 51 Restocafe is a great place in EC with good ambience and service and have been there many times and the food tasted good and would recommend it,1
It was non spicy,0
Food is not so delicious I expected more but it dissapointed me,0
The place is prefect if you want to have a nice long conversation or have your alone time and work or read something and have coffee and some snacks,1
Decent place to hangout ambiance wise pretty OK can play uno and other indoor games there Food was 35 but the service was pretty quick,1
worst packing ever would never want to eat from this place again your rating was good and i thought it be worth ordering but extremly dissapointed,0
Food is very yummy enjoyed a lot here very specious restaurant probably the best in this locality in terms of quality and also economic tooo thanks,1
the delivery took a long time and burger was not hot,0
What an awesome place in Brookfield I usually goes out here and it never gets bored The food is great ambience is good and so the service,1
too bad taste,0
ordered medium but received small,0
yummy foood,1
Very slow service Limited variety Taste very ordinary Nothing unique Very less range for veg customers I may not recommend for pure vegetarians,0
Amazing place  beautiful interior  quick service and most importantly delicious food  Just loved this place  the manager is very helpful ,1
"This is one great place for english breakfast which I am surprised that I missed out some how for so long
Very good food
Nice service
Nice place",1
They sent some other product,0
I didnt get the food i ordered,0
Ausum place to chill Great music great hukka and good food  Must try here  The staff was very courteous and responsive  Ambience is amazing,1
Shubhankar is a nice good server The place is amazing with good food and music I will surely come back again As I have visited this place twice,1
"Best food
Great service
Best part is these guys serve Indian combos as well And which are yummy too They hv enough space and great service",1
Missing items ordered,0
Food and drinks are good Pizza was too delicious But the place lacks peoper ambience and service is a bit slow Otherwise its a good place to hit,1
did not bring order properly,0
writing review is waste,0
Nice place for hookah lovers Food was also good I ordered Manchow soup fried fish kargress coffer and pass rasna hookah All was awesome,1
Ordered chilli paneer It was the worst chilli paneer Ive ever had,0
The mocktails were good We ordered pork ribs which was well prepared But the sizzler was not so great Overall it was ok ok on the better side,1
It has been an wonderful experience at this place The service was quick the staff was very courteous and the English Breakfast was amazing,1
,0
order not delivered,0
non veg smell in veg food,0
Great food,1
worst  not worth 10 also please guys beware of this ccd outlet its the worst,0
Its a good taste Chinese food I have visited several times I have enjoyed fantastic all type of food is nice taste and I like to visit every time,1
Did not like the shawarma chicken pieces were too hard and tasted weird Shake was really good,0
Good restaurant excellent locality I opposite of Oil had a juice here its great will update review free having dinner here,1
Nice,1
Moderately good super expensive food Even 2 extra olives in a burger is charged 15 bucks Missed subway,0
Ur food was delivered cold for me,0
Ur food was delivered cold for me,0
Much needed place in ORR has a great ambience The staff r too friendly and down to earth Awesome food Best place to hangout with friends,1
Very nice food Ambience is also very calm Loved the white sauce pasta and the veg indian meal The location of the restaurant is also apt,1
